Gene ID,source_id,Organism,Product Description,Protein Length,Molecular Weight,Superfamily Description,# TM Domains,Computed GO Functions,Secretome,Cyst,Trophozoite
GL50803_0014828,GL50803_0014828_t1,Giardia Assemblage A isolate WB 2019,alpha/beta hydrolase,271.0,29329.0,Alpha/Beta hydrolase fold,0.0,,0,0,1
GL50803_0014831,GL50803_0014831_t1,Giardia Assemblage A isolate WB 2019,Variant-specific surface protein VSP4A1,128.0,13299.0,Growth factor receptor cysteine-rich domain superfamily,1.0,,0,0,1
GL50803_0014833,GL50803_0014833_t1,Giardia Assemblage A isolate WB 2019,Oxysterol-binding protein,387.0,43308.0,Oxysterol-binding protein superfamily,0.0,lipid binding,0,0,1
GL50803_0014834,GL50803_0014834_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,654.0,71679.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_0014835,GL50803_0014835_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",1049.0,114187.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,ATP binding;protein binding;protein kinase activity,0,0,1
GL50803_0014838,GL50803_0014838_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,848.0,93910.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_0014841,GL50803_0014841_t1,Giardia Assemblage A isolate WB 2019,Phosphoglycolate phosphatase,230.0,25580.0,HAD-like superfamily,0.0,,0,0,1
GL50803_0014842,GL50803_0014842_t1,Giardia Assemblage A isolate WB 2019,Dimethyladenosine transferase,316.0,34952.0,S-adenosyl-L-methionine-dependent methyltransferase,0.0,"RNA binding;rRNA (adenine-N6,N6-)-dimethyltransferase activity;rRNA methyltransferase activity",0,0,1
GL50803_0014843,GL50803_0014843_t1,Giardia Assemblage A isolate WB 2019,Chaperone protein dnaJ,570.0,64461.0,Chaperone J-domain superfamily;Tetratricopeptide-like helical domain superfamily,0.0,protein binding,0,0,1
GL50803_0014845,GL50803_0014845_t1,Giardia Assemblage A isolate WB 2019,Tim44,286.0,32981.0,NTF2-like domain superfamily,0.0,,0,0,1
GL50803_0014846,GL50803_0014846_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1044.0,116964.0,,0.0,,0,0,1
GL50803_0014850,GL50803_0014850_t1,Giardia Assemblage A isolate WB 2019,unspecified product,270.0,29873.0,,0.0,,0,0,1
GL50803_0014855,GL50803_0014855_t1,Giardia Assemblage A isolate WB 2019,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha/beta/delta",2155.0,242262.0,Armadillo-type fold;C2 domain superfamily;Protein kinase-like domain superfamily,0.0,kinase activity,0,0,1
GL50803_0014856,GL50803_0014856_t1,Giardia Assemblage A isolate WB 2019,Signal recognition particle receptor,571.0,62712.0,"SRP/SRP receptor, N-terminal;P-loop containing nucleoside triphosphate hydrolase;Longin-like domain superfamily",0.0,GTP binding;GTPase activity;signal recognition particle binding,0,1,0
GL50803_0014857,GL50803_0014857_t1,Giardia Assemblage A isolate WB 2019,unspecified product,340.0,38420.0,,2.0,,0,0,1
GL50803_0014858,GL50803_0014858_t1,Giardia Assemblage A isolate WB 2019,unspecified product,781.0,90559.0,,0.0,,0,0,1
GL50803_0014859,GL50803_0014859_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,925.0,102710.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,1,0,1
GL50803_0014861,GL50803_0014861_t1,Giardia Assemblage A isolate WB 2019,unspecified product,434.0,46377.0,,0.0,,0,0,1
GL50803_0014863,GL50803_0014863_t1,Giardia Assemblage A isolate WB 2019,pseudogene,,,,,,0,0,1
GL50803_0014864,GL50803_0014864_t1,Giardia Assemblage A isolate WB 2019,unspecified product,787.0,87313.0,,0.0,,0,0,1
GL50803_0014868,GL50803_0014868_t1,Giardia Assemblage A isolate WB 2019,unspecified product,507.0,54945.0,,0.0,,0,0,1
GL50803_0014869,GL50803_0014869_t1,Giardia Assemblage A isolate WB 2019,Ribosomal protein L24e,189.0,22697.0,,0.0,,0,0,1
GL50803_0014872,GL50803_0014872_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1251.0,137379.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_0014874,GL50803_0014874_t1,Giardia Assemblage A isolate WB 2019,SAS-6_N domain-containing protein,189.0,21453.0,,0.0,,0,0,1
GL50803_0014877,GL50803_0014877_t1,Giardia Assemblage A isolate WB 2019,unspecified product,497.0,54476.0,,0.0,,0,0,1
GL50803_0014891,GL50803_0014891_t1,Giardia Assemblage A isolate WB 2019,unspecified product,239.0,26159.0,,0.0,,0,0,1
GL50803_0014895,GL50803_0014895_t1,Giardia Assemblage A isolate WB 2019,unspecified product,648.0,72163.0,,0.0,,0,0,1
GL50803_0014897,GL50803_0014897_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",989.0,108838.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,ATP binding;protein binding;protein kinase activity,0,0,1
GL50803_0014901,GL50803_0014901_t1,Giardia Assemblage A isolate WB 2019,unspecified product,969.0,107699.0,,0.0,,0,0,1
GL50803_0014903,GL50803_0014903_t1,Giardia Assemblage A isolate WB 2019,unspecified product,603.0,67797.0,,0.0,,0,0,1
GL50803_0014905,GL50803_0014905_t1,Giardia Assemblage A isolate WB 2019,Nuclear LIM interactor-interacting factor 1,274.0,30490.0,HAD-like superfamily,0.0,,0,0,1
GL50803_0014906,GL50803_0014906_t1,Giardia Assemblage A isolate WB 2019,unspecified product,478.0,51841.0,,0.0,,0,0,1
GL50803_0014915,GL50803_0014915_t1,Giardia Assemblage A isolate WB 2019,unspecified product,195.0,21885.0,,2.0,,0,0,1
GL50803_0014916,GL50803_0014916_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",776.0,86699.0,Protein kinase-like domain superfamily,0.0,ATP binding;protein kinase activity,0,0,1
GL50803_0014917,GL50803_0014917_t1,Giardia Assemblage A isolate WB 2019,unspecified product,198.0,22115.0,P-loop containing nucleoside triphosphate hydrolase,0.0,,0,0,1
GL50803_0014921,GL50803_0014921_t1,Giardia Assemblage A isolate WB 2019,unspecified product,498.0,54844.0,,0.0,,0,0,1
GL50803_0014922,GL50803_0014922_t1,Giardia Assemblage A isolate WB 2019,unspecified product,481.0,52954.0,,0.0,,0,0,1
GL50803_0014926,GL50803_0014926_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,225.0,24527.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_0014933,GL50803_0014933_t1,Giardia Assemblage A isolate WB 2019,unspecified product,705.0,78435.0,,0.0,,0,0,1
GL50803_0014934,GL50803_0014934_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",1497.0,163165.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,ATP binding;protein binding;protein kinase activity,0,0,1
GL50803_0014937,GL50803_0014937_t1,Giardia Assemblage A isolate WB 2019,unspecified product,313.0,35254.0,,0.0,,0,0,1
GL50803_0014938,GL50803_0014938_t1,Giardia Assemblage A isolate WB 2019,Ribosomal protein L12,182.0,19572.0,"Ribosomal protein L11, C-terminal domain superfamily;Ribosomal protein L11/L12, N-terminal domain superfamily",0.0,structural constituent of ribosome,0,0,1
GL50803_0014939,GL50803_0014939_t1,Giardia Assemblage A isolate WB 2019,GiMOMP35,314.0,34747.0,,2.0,,0,0,1
GL50803_0014940,GL50803_0014940_t1,Giardia Assemblage A isolate WB 2019,unspecified product,609.0,68161.0,,0.0,,0,0,1
GL50803_0014947,GL50803_0014947_t1,Giardia Assemblage A isolate WB 2019,EF-hand domain pair-containing protein,229.0,26465.0,EF-hand domain pair,0.0,calcium ion binding,0,0,1
GL50803_0014948,GL50803_0014948_t1,Giardia Assemblage A isolate WB 2019,unspecified product,766.0,83423.0,,0.0,,0,0,1
GL50803_0014949,GL50803_0014949_t1,Giardia Assemblage A isolate WB 2019,unspecified product,789.0,87887.0,WD40-repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_0014950,GL50803_0014950_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1097.0,121399.0,,0.0,,0,0,1
GL50803_0014960,GL50803_0014960_t1,Giardia Assemblage A isolate WB 2019,unspecified product,182.0,20821.0,,0.0,,0,0,1
GL50803_0014961,GL50803_0014961_t1,Giardia Assemblage A isolate WB 2019,Vacuolar ATP synthase subunit H,530.0,59415.0,Armadillo-type fold,0.0,"proton-transporting ATPase activity, rotational mechanism",0,0,1
GL50803_0014963,GL50803_0014963_t1,Giardia Assemblage A isolate WB 2019,unspecified product,865.0,96760.0,,0.0,,0,0,1
GL50803_0014966,GL50803_0014966_t1,Giardia Assemblage A isolate WB 2019,unspecified product,470.0,53097.0,,0.0,,0,0,1
GL50803_0014967,GL50803_0014967_t1,Giardia Assemblage A isolate WB 2019,unspecified product,233.0,25824.0,,0.0,,0,0,1
GL50803_0014970,GL50803_0014970_t1,Giardia Assemblage A isolate WB 2019,unspecified product,97.0,10407.0,,0.0,,0,0,1
GL50803_0014971,GL50803_0014971_t1,Giardia Assemblage A isolate WB 2019,SMC family protein,674.0,73574.0,,0.0,,0,0,1
GL50803_0014972,GL50803_0014972_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1081.0,120265.0,WD40-repeat-containing domain superfamily,1.0,protein binding,0,0,1
GL50803_0014975,GL50803_0014975_t1,Giardia Assemblage A isolate WB 2019,"Phosphatidylinositol-glycan biosynthesis, class O protein",553.0,61449.0,"Alkaline-phosphatase-like, core domain superfamily",4.0,"catalytic activity;transferase activity, transferring phosphorus-containing groups",0,0,1
GL50803_0014978,GL50803_0014978_t1,Giardia Assemblage A isolate WB 2019,putative Membrane protein,500.0,54063.0,,10.0,,0,0,1
GL50803_0014983,GL50803_0014983_t1,Giardia Assemblage A isolate WB 2019,Cathepsin L,577.0,65178.0,Papain-like cysteine peptidase superfamily,0.0,cysteine-type peptidase activity,1,0,1
GL50803_0014984,GL50803_0014984_t1,Giardia Assemblage A isolate WB 2019,unspecified product,305.0,32309.0,,0.0,,0,0,1
GL50803_0014987,GL50803_0014987_t1,Giardia Assemblage A isolate WB 2019,unspecified product,581.0,64659.0,WD40-repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_0014988,GL50803_0014988_t1,Giardia Assemblage A isolate WB 2019,unspecified product,973.0,107524.0,,0.0,,0,0,1
GL50803_0014989,GL50803_0014989_t1,Giardia Assemblage A isolate WB 2019,unspecified product,126.0,14398.0,,0.0,,0,0,1
GL50803_001499,GL50803_001499_t1,Giardia Assemblage A isolate WB 2019,unspecified product,83.0,9610.0,,0.0,,0,0,1
GL50803_0014993,GL50803_0014993_t1,Giardia Assemblage A isolate WB 2019,Diphosphate-fructose-6-phosphate 1-phosphotransferase,544.0,59964.0,Phosphofructokinase superfamily,0.0,6-phosphofructokinase activity;ATP binding;diphosphate-fructose-6-phosphate 1-phosphotransferase activity,1,0,1
GL50803_0014994,GL50803_0014994_t1,Giardia Assemblage A isolate WB 2019,unspecified product,3070.0,338949.0,,0.0,,0,0,1
GL50803_0014997,GL50803_0014997_t1,Giardia Assemblage A isolate WB 2019,unspecified product,831.0,93210.0,P-loop containing nucleoside triphosphate hydrolase,0.0,,0,0,1
GL50803_0014998,GL50803_0014998_t1,Giardia Assemblage A isolate WB 2019,RNA polymerase III transcription factor subunit,483.0,54778.0,,0.0,,0,0,1
GL50803_0014999,GL50803_0014999_t1,Giardia Assemblage A isolate WB 2019,unspecified product,457.0,49433.0,,0.0,,0,0,1
GL50803_0015000,GL50803_0015000_t1,Giardia Assemblage A isolate WB 2019,TFIIH P44,406.0,45275.0,von Willebrand factor A-like domain superfamily,0.0,,0,0,1
GL50803_0015004,GL50803_0015004_t1,Giardia Assemblage A isolate WB 2019,putative NADPH oxidoreductase,164.0,18609.0,Flavoprotein-like superfamily,0.0,,0,0,1
GL50803_0015007,GL50803_0015007_t1,Giardia Assemblage A isolate WB 2019,unspecified product,139.0,15100.0,,0.0,,0,0,1
GL50803_0015008,GL50803_0015008_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein Group 1,609.0,62503.0,Growth factor receptor cysteine-rich domain superfamily,1.0,,0,0,1
GL50803_0015009,GL50803_0015009_t1,Giardia Assemblage A isolate WB 2019,Flavohemoprotein,458.0,52003.0,"Globin-like superfamily;Ferredoxin-NADP reductase (FNR), nucleotide-binding domain;Riboflavin synthase-like beta-barrel",0.0,FAD binding;heme binding;nitric oxide dioxygenase activity;oxidoreductase activity;oxygen binding,0,0,1
GL50803_0015011,GL50803_0015011_t1,Giardia Assemblage A isolate WB 2019,unspecified product,239.0,26429.0,,4.0,,0,0,1
GL50803_0015013,GL50803_0015013_t1,Giardia Assemblage A isolate WB 2019,unspecified product,571.0,63970.0,EF-hand domain pair,0.0,,0,0,1
GL50803_0015016,GL50803_0015016_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1175.0,131321.0,,0.0,,0,0,1
GL50803_0015017,GL50803_0015017_t1,Giardia Assemblage A isolate WB 2019,unspecified product,444.0,50315.0,,0.0,,0,0,1
GL50803_0015022,GL50803_0015022_t1,Giardia Assemblage A isolate WB 2019,unspecified product,455.0,50646.0,,0.0,,0,0,1
GL50803_0015023,GL50803_0015023_t1,Giardia Assemblage A isolate WB 2019,unspecified product,869.0,96162.0,Pectin lyase fold/virulence factor,0.0,,0,0,1
GL50803_0015026,GL50803_0015026_t1,Giardia Assemblage A isolate WB 2019,Src-associated protein-like protein,544.0,59701.0,WD40-repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_0015030,GL50803_0015030_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,249.0,27451.0,Ankyrin repeat-containing domain superfamily,2.0,protein binding,0,0,1
GL50803_0015034,GL50803_0015034_t1,Giardia Assemblage A isolate WB 2019,unspecified product,229.0,24588.0,,0.0,,0,0,1
GL50803_0015035,GL50803_0015035_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",508.0,56332.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,ATP binding;protein binding;protein kinase activity,0,0,1
GL50803_0015039,GL50803_0015039_t1,Giardia Assemblage A isolate WB 2019,unspecified product,369.0,40682.0,,0.0,,0,0,1
GL50803_0015041,GL50803_0015041_t1,Giardia Assemblage A isolate WB 2019,Alanine racemase,230.0,25145.0,PLP-binding barrel,0.0,pyridoxal phosphate binding,0,0,1
GL50803_0015042,GL50803_0015042_t1,Giardia Assemblage A isolate WB 2019,Cleavage stimulation factor 50K chain,433.0,46788.0,WD40-repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_0015045,GL50803_0015045_t1,Giardia Assemblage A isolate WB 2019,unspecified product,249.0,27126.0,,0.0,,0,0,1
GL50803_0015046,GL50803_0015046_t1,Giardia Assemblage A isolate WB 2019,Ribosomal protein L26,135.0,15584.0,Translation protein SH3-like domain superfamily,0.0,RNA binding;structural constituent of ribosome,0,1,0
GL50803_0015048,GL50803_0015048_t1,Giardia Assemblage A isolate WB 2019,ATP-dependent RNA helicase-like protein,656.0,73379.0,P-loop containing nucleoside triphosphate hydrolase,0.0,ATP binding;nucleic acid binding,0,0,1
GL50803_0015049,GL50803_0015049_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",685.0,76066.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,ATP binding;protein binding;protein kinase activity,0,0,1
GL50803_0015054,GL50803_0015054_t1,Giardia Assemblage A isolate WB 2019,Kelch repeat-containing protein,1514.0,166165.0,Kelch-type beta propeller;WD40-repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_0015062,GL50803_0015062_t1,Giardia Assemblage A isolate WB 2019,unspecified product,368.0,42278.0,,0.0,,0,0,1
GL50803_0015063,GL50803_0015063_t1,Giardia Assemblage A isolate WB 2019,Long chain fatty acid CoA ligase 5,684.0,76910.0,,0.0,,0,0,1
GL50803_0015064,GL50803_0015064_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",547.0,61663.0,Protein kinase-like domain superfamily,0.0,ATP binding;protein kinase activity,0,0,1
GL50803_0015067,GL50803_0015067_t1,Giardia Assemblage A isolate WB 2019,unspecified product,486.0,54091.0,,0.0,,0,0,1
GL50803_0015076,GL50803_0015076_t1,Giardia Assemblage A isolate WB 2019,Annexin,325.0,36380.0,Annexin superfamily,0.0,calcium ion binding;calcium-dependent phospholipid binding,0,0,1
GL50803_0015077,GL50803_0015077_t1,Giardia Assemblage A isolate WB 2019,Indigoidine synthase A like protein,432.0,47349.0,Indigoidine synthase A-like,1.0,"hydrolase activity, acting on glycosyl bonds;pseudouridylate synthase activity",0,0,1
GL50803_0015078,GL50803_0015078_t1,Giardia Assemblage A isolate WB 2019,putative Misacylated tRNA(Ala) deacylase,401.0,42906.0,"Translation protein, beta-barrel domain superfamily;Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain superfamily",0.0,ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding,0,1,0
GL50803_0015080,GL50803_0015080_t1,Giardia Assemblage A isolate WB 2019,unspecified product,208.0,24211.0,,0.0,,0,0,1
GL50803_0015081,GL50803_0015081_t1,Giardia Assemblage A isolate WB 2019,unspecified product,605.0,67605.0,,1.0,,0,0,1
GL50803_0015084,GL50803_0015084_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1228.0,136373.0,,0.0,,0,0,1
GL50803_0015085,GL50803_0015085_t1,Giardia Assemblage A isolate WB 2019,unspecified product,357.0,39928.0,,0.0,,0,0,1
GL50803_0015089,GL50803_0015089_t1,Giardia Assemblage A isolate WB 2019,unspecified product,228.0,25517.0,Armadillo-type fold,0.0,,0,0,1
GL50803_0015090,GL50803_0015090_t1,Giardia Assemblage A isolate WB 2019,L-serine dehydratase,516.0,56037.0,Allosteric substrate binding domain superfamily,0.0,"4 iron, 4 sulfur cluster binding;L-serine ammonia-lyase activity",0,0,1
GL50803_0015093,GL50803_0015093_t1,Giardia Assemblage A isolate WB 2019,unspecified product,223.0,24911.0,,0.0,,0,0,1
GL50803_0015094,GL50803_0015094_t1,Giardia Assemblage A isolate WB 2019,unspecified product,184.0,22014.0,Cyclin-like superfamily,0.0,,0,0,1
GL50803_0015097,GL50803_0015097_t1,Giardia Assemblage A isolate WB 2019,Alpha-14 giardin,330.0,37734.0,Annexin superfamily,0.0,calcium ion binding;calcium-dependent phospholipid binding,0,0,1
GL50803_0015099,GL50803_0015099_t1,Giardia Assemblage A isolate WB 2019,20S proteasome alpha subunit 4,214.0,23203.0,"Nucleophile aminohydrolases, N-terminal",0.0,,1,0,1
GL50803_0015101,GL50803_0015101_t1,Giardia Assemblage A isolate WB 2019,Alpha-17 giardin,310.0,34647.0,Annexin superfamily,0.0,calcium ion binding;calcium-dependent phospholipid binding,0,0,1
GL50803_0015103,GL50803_0015103_t1,Giardia Assemblage A isolate WB 2019,unspecified product,475.0,52827.0,,0.0,,0,0,1
GL50803_0015104,GL50803_0015104_t1,Giardia Assemblage A isolate WB 2019,putative Sec1,694.0,76951.0,Sec1-like superfamily,0.0,,0,1,0
GL50803_0015105,GL50803_0015105_t1,Giardia Assemblage A isolate WB 2019,unspecified product,256.0,28980.0,,0.0,,0,0,1
GL50803_0015106,GL50803_0015106_t1,Giardia Assemblage A isolate WB 2019,Importin beta-3 subunit,1151.0,127678.0,Armadillo-type fold,0.0,,0,0,1
GL50803_0015109,GL50803_0015109_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1528.0,167224.0,,0.0,,0,0,1
GL50803_0015110,GL50803_0015110_t1,Giardia Assemblage A isolate WB 2019,unspecified product,183.0,20656.0,,0.0,,0,0,1
GL50803_0015112,GL50803_0015112_t1,Giardia Assemblage A isolate WB 2019,"Dual specificity phosphatase, catalytic",707.0,78490.0,Protein-tyrosine phosphatase-like,0.0,phosphatase activity;protein tyrosine phosphatase activity;protein tyrosine/serine/threonine phosphatase activity,0,0,1
GL50803_0015113,GL50803_0015113_t1,Giardia Assemblage A isolate WB 2019,Actin related protein,467.0,51466.0,"ATPase, nucleotide binding domain",0.0,,0,0,1
GL50803_0015120,GL50803_0015120_t1,Giardia Assemblage A isolate WB 2019,unspecified product,234.0,26644.0,,0.0,,0,0,1
GL50803_0015123,GL50803_0015123_t1,Giardia Assemblage A isolate WB 2019,pVSP,,,,,,0,0,1
GL50803_0015124,GL50803_0015124_t1,Giardia Assemblage A isolate WB 2019,Dynein light chain,100.0,11342.0,,0.0,,0,0,1
GL50803_0015125,GL50803_0015125_t1,Giardia Assemblage A isolate WB 2019,unspecified product,252.0,29398.0,,0.0,,0,0,1
GL50803_0015126,GL50803_0015126_t1,Giardia Assemblage A isolate WB 2019,Derlin-like protein,209.0,24239.0,Rhomboid-like superfamily,4.0,,0,0,1
GL50803_0015127,GL50803_0015127_t1,Giardia Assemblage A isolate WB 2019,Deoxyribose-phosphate aldolase,258.0,27294.0,,0.0,catalytic activity;deoxyribose-phosphate aldolase activity;lyase activity,0,0,1
GL50803_0015130,GL50803_0015130_t1,Giardia Assemblage A isolate WB 2019,SGF29 tudor-like domain-containing protein,136.0,15463.0,,0.0,,0,0,1
GL50803_0015134,GL50803_0015134_t1,Giardia Assemblage A isolate WB 2019,Kinesin-6,1039.0,115701.0,P-loop containing nucleoside triphosphate hydrolase,0.0,ATP binding;ATP-dependent microtubule motor activity;microtubule binding,0,0,1
GL50803_0015137,GL50803_0015137_t1,Giardia Assemblage A isolate WB 2019,unspecified product,214.0,23351.0,,0.0,,0,0,1
GL50803_0015139,GL50803_0015139_t1,Giardia Assemblage A isolate WB 2019,unspecified product,173.0,19433.0,,0.0,,0,0,1
GL50803_0015144,GL50803_0015144_t1,Giardia Assemblage A isolate WB 2019,RNA polymerase II subunit Rpb8,150.0,17190.0,"Nucleic acid-binding, OB-fold",0.0,,0,1,0
GL50803_0015145,GL50803_0015145_t1,Giardia Assemblage A isolate WB 2019,putative AAA family protein,664.0,74292.0,P-loop containing nucleoside triphosphate hydrolase,0.0,ATP binding;ATP hydrolysis activity,0,0,1
GL50803_0015148,GL50803_0015148_t1,Giardia Assemblage A isolate WB 2019,Chaperone protein DnaJ,614.0,67392.0,Chaperone J-domain superfamily;Tetratricopeptide-like helical domain superfamily,0.0,protein binding,0,0,1
GL50803_0015149,GL50803_0015149_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1757.0,195987.0,,3.0,,0,0,1
GL50803_0015154,GL50803_0015154_t1,Giardia Assemblage A isolate WB 2019,unspecified product,170.0,18874.0,,0.0,,0,0,1
GL50803_0015156,GL50803_0015156_t1,Giardia Assemblage A isolate WB 2019,Signal recognition particle 54,530.0,58669.0,"SRP/SRP receptor, N-terminal;Signal recognition particle, SRP54 subunit, M-domain superfamily;P-loop containing nucleoside triphosphate hydrolase",0.0,7S RNA binding;GTP binding;GTPase activity,0,1,0
GL50803_0015157,GL50803_0015157_t1,Giardia Assemblage A isolate WB 2019,Lipase,403.0,45040.0,Alpha/Beta hydrolase fold,0.0,,0,0,1
GL50803_0015158,GL50803_0015158_t1,Giardia Assemblage A isolate WB 2019,High cysteine protein,70.0,7391.0,,0.0,,0,0,1
GL50803_0015162,GL50803_0015162_t1,Giardia Assemblage A isolate WB 2019,Ubiquitin-conjugating enzyme E2-17 kDa,159.0,18470.0,Ubiquitin-conjugating enzyme/RWD-like,0.0,,0,0,1
GL50803_0015164,GL50803_0015164_t1,Giardia Assemblage A isolate WB 2019,ATP-binding protein,369.0,42130.0,P-loop containing nucleoside triphosphate hydrolase,0.0,GTPase activity,0,0,1
GL50803_0015166,GL50803_0015166_t1,Giardia Assemblage A isolate WB 2019,unspecified product,215.0,23059.0,,0.0,,0,0,1
GL50803_0015184,GL50803_0015184_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,628.0,69937.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_0015186,GL50803_0015186_t1,Giardia Assemblage A isolate WB 2019,unspecified product,342.0,37476.0,P-loop containing nucleoside triphosphate hydrolase,0.0,,0,0,1
GL50803_0015187,GL50803_0015187_t1,Giardia Assemblage A isolate WB 2019,Zinc finger domain-containing protein,574.0,65447.0,"Zinc finger, CHY-type superfamily;Zinc finger, CTCHY-type superfamily",0.0,zinc ion binding,0,0,1
GL50803_0015190,GL50803_0015190_t1,Giardia Assemblage A isolate WB 2019,DNA topoisomerase III,973.0,107041.0,"DNA topoisomerase, type IA, core domain",0.0,"DNA binding;DNA topoisomerase activity;DNA topoisomerase type I (single strand cut, ATP-independent) activity",0,0,1
GL50803_0015191,GL50803_0015191_t1,Giardia Assemblage A isolate WB 2019,unspecified product,160.0,17456.0,,0.0,,0,0,1
GL50803_0015192,GL50803_0015192_t1,Giardia Assemblage A isolate WB 2019,unspecified product,813.0,89801.0,,0.0,,0,0,1
GL50803_0015193,GL50803_0015193_t1,Giardia Assemblage A isolate WB 2019,unspecified product,300.0,34912.0,,0.0,,0,0,1
GL50803_0015196,GL50803_0015196_t1,Giardia Assemblage A isolate WB 2019,Iron-sulfur cluster biosynthesis protein IscU,161.0,17255.0,,0.0,"2 iron, 2 sulfur cluster binding;iron ion binding;iron-sulfur cluster binding",0,0,1
GL50803_0015204,GL50803_0015204_t1,Giardia Assemblage A isolate WB 2019,Transmembrane emp24 domain-containing protein,206.0,22772.0,,1.0,,0,0,1
GL50803_0015205,GL50803_0015205_t1,Giardia Assemblage A isolate WB 2019,unspecified product,248.0,28464.0,,0.0,,0,0,1
GL50803_0015206,GL50803_0015206_t1,Giardia Assemblage A isolate WB 2019,pseudogene,,,,,,0,0,1
GL50803_0015213,GL50803_0015213_t1,Giardia Assemblage A isolate WB 2019,unspecified product,617.0,69973.0,,1.0,,0,0,1
GL50803_0015214,GL50803_0015214_t1,Giardia Assemblage A isolate WB 2019,Serine/threonine-protein phosphatase,308.0,35474.0,Metallo-dependent phosphatase-like,0.0,hydrolase activity;protein serine phosphatase activity;protein threonine phosphatase activity,0,0,1
GL50803_0015215,GL50803_0015215_t1,Giardia Assemblage A isolate WB 2019,Serine/threonine-protein phosphatase,310.0,35321.0,Metallo-dependent phosphatase-like,0.0,hydrolase activity,0,0,1
GL50803_0015216,GL50803_0015216_t1,Giardia Assemblage A isolate WB 2019,CH-like domain-containing protein,1030.0,114607.0,,0.0,,0,0,1
GL50803_0015218,GL50803_0015218_t1,Giardia Assemblage A isolate WB 2019,WD40 repeat protein,787.0,83800.0,WD40-repeat-containing domain superfamily;Quinoprotein alcohol dehydrogenase-like superfamily,0.0,protein binding,0,0,1
GL50803_0015219,GL50803_0015219_t1,Giardia Assemblage A isolate WB 2019,unspecified product,391.0,44912.0,,0.0,,0,0,1
GL50803_0015226,GL50803_0015226_t1,Giardia Assemblage A isolate WB 2019,unspecified product,290.0,32641.0,,0.0,,0,0,1
GL50803_0015228,GL50803_0015228_t1,Giardia Assemblage A isolate WB 2019,Ribosomal protein S15A,130.0,14748.0,Ribosomal protein S8 superfamily,0.0,structural constituent of ribosome,0,0,1
GL50803_0015232,GL50803_0015232_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,847.0,94690.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_0015237,GL50803_0015237_t1,Giardia Assemblage A isolate WB 2019,pseudogene,,,,,,0,0,1
GL50803_0015239,GL50803_0015239_t1,Giardia Assemblage A isolate WB 2019,Condensin complex subunit 2,490.0,53226.0,,0.0,,0,0,1
