Gene ID,source_id,Organism,Product Description,Protein Length,Molecular Weight,Superfamily Description,# TM Domains,Computed GO Functions,Secretome,Cyst,Trophozoite
GL50581_188,GL50581_188-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LN86],296.0,33354.0,Protein kinase-like domain superfamily,0.0,ATP binding;protein kinase activity;protein tyrosine kinase activity,0,0,1
GL50581_1880,GL50581_1880-t26_1,Giardia Assemblage B isolate GS,ATP-dependent Clp protease ATP-binding subunit ClpB [Source:UniProtKB/TrEMBL;Acc:C6LSY7],92.0,10775.0,,0.0,ATP binding;peptidase activity,0,0,1
GL50581_1881,GL50581_1881-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,227.0,26264.0,,0.0,,0,0,1
GL50581_1882,GL50581_1882-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1749.0,195557.0,,7.0,,0,0,1
GL50581_1883,GL50581_1883-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,231.0,26013.0,,0.0,,0,0,1
GL50581_1884,GL50581_1884-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,185.0,21613.0,ENT domain-like superfamily,0.0,,0,0,1
GL50581_1885,GL50581_1885-t26_1,Giardia Assemblage B isolate GS,60S ribosomal export protein NMD3 [Source:UniProtKB/TrEMBL;Acc:C6LSZ2],488.0,55068.0,,0.0,ribosomal large subunit binding,0,0,1
GL50581_1886,GL50581_1886-t26_1,Giardia Assemblage B isolate GS,Inositol-3-phosphate synthase [Source:UniProtKB/TrEMBL;Acc:C6LSZ3],549.0,59438.0,NAD(P)-binding domain superfamily,2.0,inositol-3-phosphate synthase activity,1,0,1
GL50581_1887,GL50581_1887-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LSZ4],1063.0,117228.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50581_1888,GL50581_1888-t26_1,Giardia Assemblage B isolate GS,PseudoU_synth_1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSZ5],507.0,57351.0,"Pseudouridine synthase, catalytic domain superfamily",0.0,RNA binding;pseudouridine synthase activity,0,0,1
GL50581_1889,GL50581_1889-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LSZ6]",1034.0,113373.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,ATP binding;protein binding;protein kinase activity,0,0,1
GL50581_189,GL50581_189-t26_1,Giardia Assemblage B isolate GS,SGNH_hydro domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LN87],239.0,26453.0,,0.0,,0,0,1
GL50581_1890,GL50581_1890-t26_1,Giardia Assemblage B isolate GS,Methyltransf_12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LSZ7],342.0,39082.0,S-adenosyl-L-methionine-dependent methyltransferase,0.0,methyltransferase activity,0,0,1
GL50581_1891,GL50581_1891-t26_1,Giardia Assemblage B isolate GS,Palmitoyltransferase [Source:UniProtKB/TrEMBL;Acc:C6LSZ8],313.0,34577.0,,4.0,palmitoyltransferase activity;protein-cysteine S-palmitoyltransferase activity,0,0,1
GL50581_1892,GL50581_1892-t26_1,Giardia Assemblage B isolate GS,"Phosphatidylinositol-glycan biosynthesis, class O protein [Source:UniProtKB/TrEMBL;Acc:C6LSZ9]",555.0,62151.0,"Alkaline-phosphatase-like, core domain superfamily",5.0,"catalytic activity;transferase activity, transferring phosphorus-containing groups",0,0,1
GL50581_1893,GL50581_1893-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,782.0,88177.0,,0.0,,0,0,1
GL50581_1894,GL50581_1894-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1428.0,157959.0,Armadillo-type fold,0.0,,0,0,1
GL50581_1895,GL50581_1895-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LT02]",629.0,69421.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,ATP binding;protein binding;protein kinase activity,0,0,1
GL50581_1896,GL50581_1896-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,285.0,31254.0,,0.0,,0,0,1
GL50581_1897,GL50581_1897-t26_1,Giardia Assemblage B isolate GS,Bromo domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT04],257.0,29302.0,Bromodomain-like superfamily,0.0,protein binding,0,0,1
GL50581_1898,GL50581_1898-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,285.0,33136.0,,0.0,,0,0,1
GL50581_1899,GL50581_1899-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LT06]",744.0,83154.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,ATP binding;protein binding;protein kinase activity,0,0,1
GL50581_19,GL50581_19-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,550.0,59184.0,,0.0,,0,0,1
GL50581_190,GL50581_190-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,4337.0,487583.0,,0.0,,0,0,1
GL50581_1900,GL50581_1900-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,706.0,78636.0,,0.0,,0,0,1
GL50581_1901,GL50581_1901-t26_1,Giardia Assemblage B isolate GS,TPH domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT08],464.0,55341.0,,0.0,,0,0,1
GL50581_1902,GL50581_1902-t26_1,Giardia Assemblage B isolate GS,VSP [Source:UniProtKB/TrEMBL;Acc:C6LT09],923.0,96279.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily;Growth factor receptor cysteine-rich domain superfamily,0.0,ATP binding;protein kinase activity,0,0,1
GL50581_1903,GL50581_1903-t26_1,Giardia Assemblage B isolate GS,MTS domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT10],228.0,25449.0,S-adenosyl-L-methionine-dependent methyltransferase,0.0,methyltransferase activity;nucleic acid binding,0,0,1
GL50581_1904,GL50581_1904-t26_1,Giardia Assemblage B isolate GS,MTS domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT11],220.0,24556.0,S-adenosyl-L-methionine-dependent methyltransferase,0.0,methyltransferase activity,0,0,1
GL50581_1905,GL50581_1905-t26_1,Giardia Assemblage B isolate GS,Glycogen [starch] synthase [Source:UniProtKB/TrEMBL;Acc:C6LT12],710.0,80140.0,,0.0,glycogen (starch) synthase activity,0,0,1
GL50581_1906,GL50581_1906-t26_1,Giardia Assemblage B isolate GS,AP complex subunit sigma [Source:UniProtKB/TrEMBL;Acc:C6LT13],147.0,16761.0,Longin-like domain superfamily,0.0,,0,0,1
GL50581_1907,GL50581_1907-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,687.0,76973.0,S-adenosyl-L-methionine-dependent methyltransferase,0.0,,0,0,1
GL50581_1908,GL50581_1908-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,116.0,13452.0,,1.0,,0,0,1
GL50581_1909,GL50581_1909-t26_1,Giardia Assemblage B isolate GS,"Phosphatidylinositol-4-phosphate 5-kinase, putative [Source:UniProtKB/TrEMBL;Acc:C6LT16]",282.0,32313.0,,0.0,kinase activity,0,0,1
GL50581_191,GL50581_191-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,529.0,59686.0,,0.0,,0,0,1
GL50581_1910,GL50581_1910-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,225.0,25838.0,,0.0,,0,0,1
GL50581_1911,GL50581_1911-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,375.0,42985.0,,0.0,,0,0,1
GL50581_1912,GL50581_1912-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,905.0,99366.0,,0.0,,0,0,1
GL50581_1913,GL50581_1913-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,160.0,17374.0,Thioredoxin-like superfamily,1.0,,0,0,1
GL50581_1914,GL50581_1914-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,505.0,57288.0,,1.0,,0,0,1
GL50581_1915,GL50581_1915-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,121.0,13757.0,,3.0,,0,0,1
GL50581_1916,GL50581_1916-t26_1,Giardia Assemblage B isolate GS,N-alpha-acetyltransferase 40 [Source:UniProtKB/TrEMBL;Acc:C6LT23],198.0,22440.0,Acyl-CoA N-acyltransferase,0.0,H2A histone acetyltransferase activity;H4 histone acetyltransferase activity;N-acetyltransferase activity,0,0,1
GL50581_1917,GL50581_1917-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,132.0,15444.0,,0.0,,0,0,1
GL50581_1918,GL50581_1918-t26_1,Giardia Assemblage B isolate GS,Chaperone protein dnaJ [Source:UniProtKB/TrEMBL;Acc:C6LT25],483.0,55250.0,Chaperone J-domain superfamily;Zinc finger C2H2 superfamily,0.0,,0,0,1
GL50581_1919,GL50581_1919-t26_1,Giardia Assemblage B isolate GS,Sm domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT26],115.0,12559.0,LSM domain superfamily,0.0,,0,0,1
GL50581_192,GL50581_192-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LN90],435.0,46574.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50581_1920,GL50581_1920-t26_1,Giardia Assemblage B isolate GS,SET domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT27],524.0,58939.0,,0.0,protein binding,0,0,1
GL50581_1921,GL50581_1921-t26_1,Giardia Assemblage B isolate GS,5'-3' exoribonuclease 2 [Source:UniProtKB/TrEMBL;Acc:C6LT28],1956.0,222213.0,,0.0,5'-3' exonuclease activity;exonuclease activity;nucleic acid binding,0,0,1
GL50581_1922,GL50581_1922-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,323.0,37124.0,S-adenosyl-L-methionine-dependent methyltransferase,0.0,,0,0,1
GL50581_1923,GL50581_1923-t26_1,Giardia Assemblage B isolate GS,Kinesin motor domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT30],766.0,83791.0,P-loop containing nucleoside triphosphate hydrolase,0.0,ATP binding;microtubule binding;microtubule motor activity,0,0,1
GL50581_1924,GL50581_1924-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LT31],372.0,41309.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50581_1925,GL50581_1925-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LT32]",1142.0,124579.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,ATP binding;protein binding;protein kinase activity,0,0,1
GL50581_1926,GL50581_1926-t26_1,Giardia Assemblage B isolate GS,HORMA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT33],203.0,22497.0,HORMA domain superfamily,0.0,,0,0,1
GL50581_1927,GL50581_1927-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,248.0,28166.0,S-adenosyl-L-methionine-dependent methyltransferase,0.0,,0,0,1
GL50581_1928,GL50581_1928-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,154.0,17914.0,EF-hand domain pair,0.0,calcium ion binding,0,0,1
GL50581_1929,GL50581_1929-t26_1,Giardia Assemblage B isolate GS,"Heat-shock protein, putative [Source:UniProtKB/TrEMBL;Acc:C6LT36]",845.0,94739.0,"Heat shock protein 70kD, C-terminal domain superfamily;ATPase, nucleotide binding domain",0.0,ATP binding,1,0,1
GL50581_193,GL50581_193-t26_1,Giardia Assemblage B isolate GS,Calmodulin [Source:UniProtKB/TrEMBL;Acc:C6LN91],147.0,16370.0,EF-hand domain pair,0.0,calcium ion binding,0,0,1
GL50581_1930,GL50581_1930-t26_1,Giardia Assemblage B isolate GS,Sm domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT37],86.0,9142.0,LSM domain superfamily,0.0,,0,0,1
GL50581_1931,GL50581_1931-t26_1,Giardia Assemblage B isolate GS,Leucine-rich repeat-containing protein 51 [Source:UniProtKB/TrEMBL;Acc:C6LT38],185.0,20837.0,,0.0,protein binding,0,0,1
GL50581_1932,GL50581_1932-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT39],2672.0,294402.0,Protein kinase-like domain superfamily,0.0,ATP binding;protein kinase activity,0,0,1
GL50581_1933,GL50581_1933-t26_1,Giardia Assemblage B isolate GS,Ubiquitin-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT40],329.0,36227.0,Ubiquitin-like domain superfamily,0.0,protein binding,0,0,1
GL50581_1934,GL50581_1934-t26_1,Giardia Assemblage B isolate GS,TPR_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT41],293.0,31701.0,Tetratricopeptide-like helical domain superfamily,0.0,protein binding,0,0,1
GL50581_1935,GL50581_1935-t26_1,Giardia Assemblage B isolate GS,DNA-directed RNA polymerase RPB10 [Source:UniProtKB/TrEMBL;Acc:C6LT42],84.0,9536.0,RNA polymerase subunit RPB10,0.0,DNA binding;DNA-directed 5'-3' RNA polymerase activity;zinc ion binding,0,0,1
GL50581_1936,GL50581_1936-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,2044.0,230732.0,,0.0,,0,0,1
GL50581_1937,GL50581_1937-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,176.0,20604.0,,0.0,,0,0,1
GL50581_1938,GL50581_1938-t26_1,Giardia Assemblage B isolate GS,Protein phosphatase 2A B' regulatory subunit Wdb1 [Source:UniProtKB/TrEMBL;Acc:C6LT45],821.0,93340.0,Armadillo-type fold,0.0,protein phosphatase regulator activity,0,0,1
GL50581_1939,GL50581_1939-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LT46]",940.0,103465.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,ATP binding;protein binding;protein kinase activity,0,0,1
GL50581_194,GL50581_194-t26_1,Giardia Assemblage B isolate GS,ELMO domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LN92],211.0,23786.0,,1.0,,0,0,1
GL50581_1940,GL50581_1940-t26_1,Giardia Assemblage B isolate GS,SEC7 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT47],1664.0,183496.0,Sec7 domain superfamily,0.0,,0,0,1
GL50581_1941,GL50581_1941-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,3176.0,353932.0,,0.0,,0,0,1
GL50581_1942,GL50581_1942-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,441.0,50124.0,,0.0,,0,0,1
GL50581_1943,GL50581_1943-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,229.0,26145.0,,0.0,,0,0,1
GL50581_1944,GL50581_1944-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,2567.0,292698.0,,0.0,,0,0,1
GL50581_1945,GL50581_1945-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,213.0,24040.0,,0.0,,0,0,1
GL50581_1946,GL50581_1946-t26_1,Giardia Assemblage B isolate GS,SGS domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT53],168.0,18390.0,HSP20-like chaperone,0.0,,0,0,1
GL50581_1947,GL50581_1947-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,582.0,65546.0,Ankyrin repeat-containing domain superfamily,0.0,,0,0,1
GL50581_1948,GL50581_1948-t26_1,Giardia Assemblage B isolate GS,Serine/threonine-protein phosphatase [Source:UniProtKB/TrEMBL;Acc:C6LT55],325.0,37161.0,,0.0,hydrolase activity;phosphoprotein phosphatase activity,0,0,1
GL50581_1949,GL50581_1949-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,784.0,88848.0,"Zinc finger, FYVE/PHD-type",0.0,,0,0,1
GL50581_195,GL50581_195-t26_1,Giardia Assemblage B isolate GS,60S ribosomal protein L7a [Source:UniProtKB/TrEMBL;Acc:C6LN93],224.0,25341.0,50S ribosomal protein L30e-like,0.0,RNA binding,0,0,1
GL50581_1950,GL50581_1950-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,180.0,20933.0,,0.0,,0,0,1
GL50581_1951,GL50581_1951-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,134.0,14666.0,,3.0,,0,0,1
GL50581_1952,GL50581_1952-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,198.0,21895.0,,0.0,,0,0,1
GL50581_1953,GL50581_1953-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,515.0,56060.0,,0.0,,0,0,1
GL50581_1955,GL50581_1955-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,170.0,18599.0,,2.0,,0,0,1
GL50581_1956,GL50581_1956-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT62],469.0,51964.0,Protein kinase-like domain superfamily,0.0,ATP binding;protein kinase activity;protein serine/threonine kinase activity,0,0,1
GL50581_1957,GL50581_1957-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,832.0,92211.0,,0.0,,0,0,1
GL50581_1958,GL50581_1958-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,156.0,18049.0,,0.0,,0,0,1
GL50581_1959,GL50581_1959-t26_1,Giardia Assemblage B isolate GS,Asparagine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:C6LT65],548.0,62696.0,"Nucleic acid-binding, OB-fold",0.0,ATP binding;aminoacyl-tRNA ligase activity;asparagine-tRNA ligase activity;nucleic acid binding;nucleotide binding,0,1,0
GL50581_196,GL50581_196-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,176.0,18574.0,,0.0,,0,0,1
GL50581_1960,GL50581_1960-t26_1,Giardia Assemblage B isolate GS,Aminotran_1_2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT66],548.0,60885.0,Pyridoxal phosphate-dependent transferase,0.0,catalytic activity;pyridoxal phosphate binding;transferase activity,0,0,1
GL50581_1961,GL50581_1961-t26_1,Giardia Assemblage B isolate GS,CTP_transf_like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT67],262.0,28535.0,,1.0,catalytic activity,0,0,1
GL50581_1962,GL50581_1962-t26_1,Giardia Assemblage B isolate GS,Dynamin [Source:UniProtKB/TrEMBL;Acc:C6LT68],734.0,79774.0,P-loop containing nucleoside triphosphate hydrolase,0.0,GTP binding;GTPase activity,0,0,1
GL50581_1963,GL50581_1963-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,77.0,8776.0,,0.0,,0,0,1
GL50581_1964,GL50581_1964-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,43.0,5062.0,,0.0,,0,0,1
GL50581_1965,GL50581_1965-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,132.0,14887.0,,0.0,,0,0,1
GL50581_1966,GL50581_1966-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,558.0,62240.0,,10.0,,0,0,1
GL50581_1967,GL50581_1967-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT73],885.0,95973.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50581_1969,GL50581_1969-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1651.0,182252.0,,0.0,,0,0,1
GL50581_197,GL50581_197-t26_1,Giardia Assemblage B isolate GS,VSP [Source:UniProtKB/TrEMBL;Acc:C6LN95],125.0,12877.0,Growth factor receptor cysteine-rich domain superfamily,1.0,,0,0,1
GL50581_1970,GL50581_1970-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,299.0,33145.0,,5.0,,0,0,1
GL50581_1971,GL50581_1971-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT76],357.0,39649.0,Protein kinase-like domain superfamily,0.0,ATP binding;protein kinase activity;protein serine/threonine kinase activity,0,0,1
GL50581_1972,GL50581_1972-t26_1,Giardia Assemblage B isolate GS,Ribosomal_L18e/L15P domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT77],149.0,17022.0,Ribosomal L18e/L15P superfamily,0.0,structural constituent of ribosome,0,1,0
GL50581_1974,GL50581_1974-t26_1,Giardia Assemblage B isolate GS,PUA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT78],421.0,47358.0,"Pseudouridine synthase, catalytic domain superfamily;PUA-like superfamily",0.0,RNA binding;pseudouridine synthase activity,0,0,1
GL50581_1975,GL50581_1975-t26_1,Giardia Assemblage B isolate GS,Ornithine cyclodeaminase [Source:UniProtKB/TrEMBL;Acc:C6LT79],331.0,34351.0,NAD(P)-binding domain superfamily,0.0,,0,0,1
GL50581_1976,GL50581_1976-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,982.0,110527.0,Tetratricopeptide-like helical domain superfamily,0.0,protein binding,0,0,1
GL50581_1977,GL50581_1977-t26_1,Giardia Assemblage B isolate GS,Eukaryotic translation initiation factor 5A [Source:UniProtKB/TrEMBL;Acc:C6LT81],149.0,16637.0,"Translation protein SH3-like domain superfamily;Nucleic acid-binding, OB-fold",0.0,RNA binding;ribosome binding;translation elongation factor activity;translation initiation factor activity,1,1,0
GL50581_1978,GL50581_1978-t26_1,Giardia Assemblage B isolate GS,Ribosome biogenesis protein BOP1 homolog [Source:UniProtKB/TrEMBL;Acc:C6LT82],755.0,84620.0,WD40-repeat-containing domain superfamily,0.0,protein binding;ribonucleoprotein complex binding,0,0,1
GL50581_1979,GL50581_1979-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,805.0,90524.0,,0.0,,0,0,1
GL50581_198,GL50581_198-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,305.0,33036.0,,0.0,,0,0,1
GL50581_1980,GL50581_1980-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT84],308.0,35222.0,Protein kinase-like domain superfamily,0.0,ATP binding;protein kinase activity;protein serine/threonine kinase activity,0,0,1
GL50581_1981,GL50581_1981-t26_1,Giardia Assemblage B isolate GS,Peptidase S59 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT85],419.0,45060.0,"Peptidase S59, nucleoporin superfamily",0.0,structural constituent of nuclear pore,0,0,1
GL50581_1982,GL50581_1982-t26_1,Giardia Assemblage B isolate GS,Tenascin-like protein [Source:UniProtKB/TrEMBL;Acc:C6LT86],572.0,61197.0,,0.0,,1,1,0
GL50581_1983,GL50581_1983-t26_1,Giardia Assemblage B isolate GS,Pescadillo homolog [Source:UniProtKB/TrEMBL;Acc:C6LT87],583.0,66036.0,BRCT domain superfamily,0.0,ribonucleoprotein complex binding,0,0,1
GL50581_1984,GL50581_1984-t26_1,Giardia Assemblage B isolate GS,Seven transmembrane protein 1 [Source:UniProtKB/TrEMBL;Acc:C6LT88],293.0,32810.0,,7.0,,0,0,1
GL50581_1985,GL50581_1985-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,853.0,94973.0,,0.0,,0,0,1
GL50581_1986,GL50581_1986-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,556.0,63737.0,,0.0,,0,0,1
GL50581_1987,GL50581_1987-t26_1,Giardia Assemblage B isolate GS,VSP [Source:UniProtKB/TrEMBL;Acc:C6LT91],195.0,20201.0,,0.0,,0,0,1
GL50581_1988,GL50581_1988-t26_1,Giardia Assemblage B isolate GS,Protein tyrosine phosphatase [Source:UniProtKB/TrEMBL;Acc:C6LT92],607.0,68719.0,Protein-tyrosine phosphatase-like,0.0,phosphatase activity;protein tyrosine phosphatase activity,0,0,1
GL50581_1989,GL50581_1989-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,2421.0,269693.0,,0.0,,0,0,1
GL50581_199,GL50581_199-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LN97],1874.0,212038.0,Protein kinase-like domain superfamily,0.0,ATP binding;protein kinase activity,0,0,1
GL50581_1990,GL50581_1990-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT94],302.0,32926.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50581_1991,GL50581_1991-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT95],359.0,40137.0,Protein kinase-like domain superfamily,0.0,ATP binding;protein kinase activity,0,0,1
GL50581_1992,GL50581_1992-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1161.0,127648.0,,0.0,,0,0,1
GL50581_1993,GL50581_1993-t26_1,Giardia Assemblage B isolate GS,"VSP, putative [Source:UniProtKB/TrEMBL;Acc:C6LT97]",1110.0,119643.0,Growth factor receptor cysteine-rich domain superfamily,1.0,,0,0,1
GL50581_1994,GL50581_1994-t26_1,Giardia Assemblage B isolate GS,TM2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LT98],111.0,12983.0,,2.0,,0,0,1
GL50581_1995,GL50581_1995-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,356.0,39944.0,,0.0,metal ion binding,0,0,1
GL50581_1996,GL50581_1996-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,880.0,98717.0,,0.0,,0,0,1
GL50581_1997,GL50581_1997-t26_1,Giardia Assemblage B isolate GS,START domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LTA1],222.0,24343.0,,0.0,lipid binding,0,0,1
GL50581_1998,GL50581_1998-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,316.0,35058.0,,0.0,,0,0,1
GL50581_1999,GL50581_1999-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,381.0,42497.0,,0.0,,0,0,1
GL50581_20,GL50581_20-t26_1,Giardia Assemblage B isolate GS,Protein geranylgeranyltransferase type II [Source:UniProtKB/TrEMBL;Acc:C6LMS2],1129.0,123634.0,Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid,0.0,Rab geranylgeranyltransferase activity;catalytic activity,0,0,1
GL50581_200,GL50581_200-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,378.0,40064.0,,0.0,,0,0,1
GL50581_2000,GL50581_2000-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,162.0,17902.0,,0.0,,0,0,1
GL50581_2001,GL50581_2001-t26_1,Giardia Assemblage B isolate GS,Pepdidase_M14_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LTA5],1412.0,158787.0,,0.0,,0,0,1
GL50581_2002,GL50581_2002-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LTA6]",548.0,60890.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,ATP binding;protein binding;protein kinase activity,0,0,1
GL50581_2003,GL50581_2003-t26_1,Giardia Assemblage B isolate GS,Nucleotide-binding protein 1 [Source:UniProtKB/TrEMBL;Acc:C6LTA7],369.0,39533.0,P-loop containing nucleoside triphosphate hydrolase,0.0,ATP binding,0,0,1
GL50581_2004,GL50581_2004-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,680.0,75415.0,,0.0,,0,0,1
GL50581_2005,GL50581_2005-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,619.0,68339.0,,0.0,,0,0,1
